,home,away,score,season,home_stadium,away_stadium,home_coordinates,away_coordinates,distance
5077,Newcastle United,Charlton Athletic,1–1,2004-05,St James' Park,The Valley,"54.9754693, -1.621873666214279","51.48639195, 0.03616296186722791",250.87724079572968
5078,Newcastle United,Chelsea,1–1,2004-05,St James' Park,Stamford Bridge,"54.9754693, -1.621873666214279","51.481686499999995, -0.19103517666346065",248.77902371019547
5079,Newcastle United,Crystal Palace,0–0,2004-05,St James' Park,Selhurst Park,"54.9754693, -1.621873666214279","51.39824295, -0.085255058181276",255.4577255236427
5080,Newcastle United,Everton,1–1,2004-05,St James' Park,Goodison Park,"54.9754693, -1.621873666214279","53.4387191, -2.9664539939087415",119.44762936330277
5081,Newcastle United,Fulham,1–4,2004-05,St James' Park,Craven Cottage,"54.9754693, -1.621873666214279","51.4749491, -0.22179448481912376",248.93202285948087
5082,Newcastle United,Liverpool,1–0,2004-05,St James' Park,Anfield,"54.9754693, -1.621873666214279","53.4308358, -2.9609095414165294",119.83332074626148
5083,Newcastle United,Manchester City,4–3,2004-05,St James' Park,City of Manchester Stadium,"54.9754693, -1.621873666214279","53.48309105, -2.2002520023433307",105.84583767116422
5084,Newcastle United,Manchester United,1–3,2004-05,St James' Park,Old Trafford,"54.9754693, -1.621873666214279","53.46310955, -2.2913864850545362",108.06264935608701
5085,Newcastle United,Middlesbrough,0–0,2004-05,St James' Park,Riverside Stadium,"54.9754693, -1.621873666214279","54.57831335, -1.2169383040174622",31.887772177146843
5086,Newcastle United,Norwich City,2–2,2004-05,St James' Park,Carrow Road,"54.9754693, -1.621873666214279","52.6219835, 1.3101317640023948",202.20819425531752
5087,Newcastle United,Portsmouth,1–1,2004-05,St James' Park,Fratton Park,"54.9754693, -1.621873666214279","50.79632375, -1.0638835851982424",289.92066047506836
5088,Newcastle United,Southampton,2–1,2004-05,St James' Park,St Mary's Stadium,"54.9754693, -1.621873666214279","50.90582665, -1.390881661218431",281.57793391787885
5089,Newcastle United,Tottenham Hotspur,0–1,2004-05,St James' Park,Tottenham Hotspur Stadium,"54.9754693, -1.621873666214279","51.604157, -0.0662604100000004",241.86876746869447
5090,Newcastle United,West Bromwich Albion,3–1,2004-05,St James' Park,The Hawthorns,"54.9754693, -1.621873666214279","52.50916535, -1.9636560652183848",171.14040758938197
5091,Norwich City,Arsenal,1–4,2004-05,Carrow Road,Emirates Stadium,"52.6219835, 1.3101317640023948","51.55504035, -0.1083996708672374",95.34672960922497
5092,Norwich City,Aston Villa,0–0,2004-05,Carrow Road,Villa Park,"52.6219835, 1.3101317640023948","52.5091264, -1.8850354312212985",134.84217597260078
5093,Norwich City,Birmingham City,1–0,2004-05,Carrow Road,St Andrew's,"52.6219835, 1.3101317640023948","52.47556705, -1.8680410459264332",134.33335148245988
5094,Norwich City,Blackburn Rovers,1–1,2004-05,Carrow Road,Ewood Park,"52.6219835, 1.3101317640023948","53.728608949999995, -2.4892582964443477",175.39726059884654
5095,Norwich City,Bolton Wanderers,3–2,2004-05,Carrow Road,University of Bolton Stadium,"52.6219835, 1.3101317640023948","53.5805396, -2.5356647666666667",173.21380328718288
5096,Norwich City,Charlton Athletic,1–0,2004-05,Carrow Road,The Valley,"52.6219835, 1.3101317640023948","51.48639195, 0.03616296186722791",95.45820659810225
5097,Norwich City,Chelsea,1–3,2004-05,Carrow Road,Stamford Bridge,"52.6219835, 1.3101317640023948","51.481686499999995, -0.19103517666346065",101.53343450062937
5098,Norwich City,Crystal Palace,1–1,2004-05,Carrow Road,Selhurst Park,"52.6219835, 1.3101317640023948","51.39824295, -0.085255058181276",103.44964760088583
5099,Norwich City,Everton,2–3,2004-05,Carrow Road,Goodison Park,"52.6219835, 1.3101317640023948","53.4387191, -2.9664539939087415",186.97941915263112
5100,Norwich City,Fulham,0–1,2004-05,Carrow Road,Craven Cottage,"52.6219835, 1.3101317640023948","51.4749491, -0.22179448481912376",102.72678874507164
5101,Norwich City,Liverpool,1–2,2004-05,Carrow Road,Anfield,"52.6219835, 1.3101317640023948","53.4308358, -2.9609095414165294",186.6107228899
5102,Norwich City,Manchester City,2–3,2004-05,Carrow Road,City of Manchester Stadium,"52.6219835, 1.3101317640023948","53.48309105, -2.2002520023433307",157.90022532939307
5103,Norwich City,Manchester United,2–0,2004-05,Carrow Road,Old Trafford,"52.6219835, 1.3101317640023948","53.46310955, -2.2913864850545362",160.9503053331535
5104,Norwich City,Middlesbrough,4–4,2004-05,Carrow Road,Riverside Stadium,"52.6219835, 1.3101317640023948","54.57831335, -1.2169383040174622",170.59607086626818
5105,Norwich City,Newcastle United,2–1,2004-05,Carrow Road,St James' Park,"52.6219835, 1.3101317640023948","54.9754693, -1.621873666214279",202.20819425531752
5106,Norwich City,Portsmouth,2–2,2004-05,Carrow Road,Fratton Park,"52.6219835, 1.3101317640023948","50.79632375, -1.0638835851982424",162.23916175529826
5107,Norwich City,Southampton,2–1,2004-05,Carrow Road,St Mary's Stadium,"52.6219835, 1.3101317640023948","50.90582665, -1.390881661218431",165.81809704911782
5108,Norwich City,Tottenham Hotspur,0–2,2004-05,Carrow Road,Tottenham Hotspur Stadium,"52.6219835, 1.3101317640023948","51.604157, -0.0662604100000004",91.56554873204364
5109,Norwich City,West Bromwich Albion,3–2,2004-05,Carrow Road,The Hawthorns,"52.6219835, 1.3101317640023948","52.50916535, -1.9636560652183848",138.14836456272099
5110,Portsmouth,Arsenal,0–1,2004-05,Fratton Park,Emirates Stadium,"50.79632375, -1.0638835851982424","51.55504035, -0.1083996708672374",66.89243475406717
5111,Portsmouth,Aston Villa,1–2,2004-05,Fratton Park,Villa Park,"50.79632375, -1.0638835851982424","52.5091264, -1.8850354312212985",123.56431795712956
5112,Portsmouth,Birmingham City,1–1,2004-05,Fratton Park,St Andrew's,"50.79632375, -1.0638835851982424","52.47556705, -1.8680410459264332",121.13558881794359
5113,Portsmouth,Blackburn Rovers,0–1,2004-05,Fratton Park,Ewood Park,"50.79632375, -1.0638835851982424","53.728608949999995, -2.4892582964443477",211.55666909532252
5114,Portsmouth,Bolton Wanderers,1–1,2004-05,Fratton Park,University of Bolton Stadium,"50.79632375, -1.0638835851982424","53.5805396, -2.5356647666666667",202.39568898879162
5115,Portsmouth,Charlton Athletic,4–2,2004-05,Fratton Park,The Valley,"50.79632375, -1.0638835851982424","51.48639195, 0.03616296186722791",67.55552352112966
5116,Portsmouth,Chelsea,0–2,2004-05,Fratton Park,Stamford Bridge,"50.79632375, -1.0638835851982424","51.481686499999995, -0.19103517666346065",60.70759575798695
5117,Portsmouth,Crystal Palace,3–1,2004-05,Fratton Park,Selhurst Park,"50.79632375, -1.0638835851982424","51.39824295, -0.085255058181276",59.5461008818945
5118,Portsmouth,Everton,0–1,2004-05,Fratton Park,Goodison Park,"50.79632375, -1.0638835851982424","53.4387191, -2.9664539939087415",199.8185422036278
5119,Portsmouth,Fulham,4–3,2004-05,Fratton Park,Craven Cottage,"50.79632375, -1.0638835851982424","51.4749491, -0.22179448481912376",59.51417734243551
5120,Portsmouth,Liverpool,1–2,2004-05,Fratton Park,Anfield,"50.79632375, -1.0638835851982424","53.4308358, -2.9609095414165294",199.22755812581863
5121,Portsmouth,Manchester City,1–3,2004-05,Fratton Park,City of Manchester Stadium,"50.79632375, -1.0638835851982424","53.48309105, -2.2002520023433307",191.9434830060542
5122,Portsmouth,Manchester United,2–0,2004-05,Fratton Park,Old Trafford,"50.79632375, -1.0638835851982424","53.46310955, -2.2913864850545362",191.62861646427288
5123,Portsmouth,Middlesbrough,2–1,2004-05,Fratton Park,Riverside Stadium,"50.79632375, -1.0638835851982424","54.57831335, -1.2169383040174622",261.58967505422765
5124,Portsmouth,Newcastle United,1–1,2004-05,Fratton Park,St James' Park,"50.79632375, -1.0638835851982424","54.9754693, -1.621873666214279",289.92066047506836
5125,Portsmouth,Norwich City,1–1,2004-05,Fratton Park,Carrow Road,"50.79632375, -1.0638835851982424","52.6219835, 1.3101317640023948",162.23916175529826
5126,Portsmouth,Southampton,4–1,2004-05,Fratton Park,St Mary's Stadium,"50.79632375, -1.0638835851982424","50.90582665, -1.390881661218431",16.18760337029144
5127,Portsmouth,Tottenham Hotspur,1–0,2004-05,Fratton Park,Tottenham Hotspur Stadium,"50.79632375, -1.0638835851982424","51.604157, -0.0662604100000004",70.68020660925222
5128,Portsmouth,West Bromwich Albion,3–2,2004-05,Fratton Park,The Hawthorns,"50.79632375, -1.0638835851982424","52.50916535, -1.9636560652183848",124.57479434238212
5129,Southampton,Arsenal,1–1,2004-05,St Mary's Stadium,Emirates Stadium,"50.90582665, -1.390881661218431","51.55504035, -0.1083996708672374",71.50008498688054
5130,Southampton,Aston Villa,2–3,2004-05,St Mary's Stadium,Villa Park,"50.90582665, -1.390881661218431","52.5091264, -1.8850354312212985",112.85697585520244
5131,Southampton,Birmingham City,0–0,2004-05,St Mary's Stadium,St Andrew's,"50.90582665, -1.390881661218431","52.47556705, -1.8680410459264332",110.44250043820783
5132,Southampton,Blackburn Rovers,3–2,2004-05,St Mary's Stadium,Ewood Park,"50.90582665, -1.390881661218431","53.728608949999995, -2.4892582964443477",200.63851018361322
5133,Southampton,Bolton Wanderers,1–2,2004-05,St Mary's Stadium,University of Bolton Stadium,"50.90582665, -1.390881661218431","53.5805396, -2.5356647666666667",191.2022221956941
5134,Southampton,Charlton Athletic,0–0,2004-05,St Mary's Stadium,The Valley,"50.90582665, -1.390881661218431","51.48639195, 0.03616296186722791",73.83992941366384
5135,Southampton,Chelsea,1–3,2004-05,St Mary's Stadium,Stamford Bridge,"50.90582665, -1.390881661218431","51.481686499999995, -0.19103517666346065",65.5802634867851
5136,Southampton,Crystal Palace,2–2,2004-05,St Mary's Stadium,Selhurst Park,"50.90582665, -1.390881661218431","51.39824295, -0.085255058181276",66.18625495325222
5137,Southampton,Everton,2–2,2004-05,St Mary's Stadium,Goodison Park,"50.90582665, -1.390881661218431","53.4387191, -2.9664539939087415",187.48422344566495
5138,Southampton,Fulham,3–3,2004-05,St Mary's Stadium,Craven Cottage,"50.90582665, -1.390881661218431","51.4749491, -0.22179448481912376",64.24028078658343
5139,Southampton,Liverpool,2–0,2004-05,St Mary's Stadium,Anfield,"50.90582665, -1.390881661218431","53.4308358, -2.9609095414165294",186.89305817352593
5140,Southampton,Manchester City,0–0,2004-05,St Mary's Stadium,City of Manchester Stadium,"50.90582665, -1.390881661218431","53.48309105, -2.2002520023433307",181.4783619609462
5141,Southampton,Manchester United,1–2,2004-05,St Mary's Stadium,Old Trafford,"50.90582665, -1.390881661218431","53.46310955, -2.2913864850545362",180.9020488221547
5142,Southampton,Middlesbrough,2–2,2004-05,St Mary's Stadium,Riverside Stadium,"50.90582665, -1.390881661218431","54.57831335, -1.2169383040174622",254.0461031948454
5143,Southampton,Newcastle United,1–2,2004-05,St Mary's Stadium,St James' Park,"50.90582665, -1.390881661218431","54.9754693, -1.621873666214279",281.57793391787885
5144,Southampton,Norwich City,4–3,2004-05,St Mary's Stadium,Carrow Road,"50.90582665, -1.390881661218431","52.6219835, 1.3101317640023948",165.81809704911782
5145,Southampton,Portsmouth,2–1,2004-05,St Mary's Stadium,Fratton Park,"50.90582665, -1.390881661218431","50.79632375, -1.0638835851982424",16.18760337029144
5146,Southampton,Tottenham Hotspur,1–0,2004-05,St Mary's Stadium,Tottenham Hotspur Stadium,"50.90582665, -1.390881661218431","51.604157, -0.0662604100000004",75.0463785721952
5147,Southampton,West Bromwich Albion,2–2,2004-05,St Mary's Stadium,The Hawthorns,"50.90582665, -1.390881661218431","52.50916535, -1.9636560652183848",113.54288661365456
5148,Tottenham Hotspur,Arsenal,4–5,2004-05,Tottenham Hotspur Stadium,Emirates Stadium,"51.604157, -0.0662604100000004","51.55504035, -0.1083996708672374",3.850268692416027
5149,Tottenham Hotspur,Aston Villa,5–1,2004-05,Tottenham Hotspur Stadium,Villa Park,"51.604157, -0.0662604100000004","52.5091264, -1.8850354312212985",99.61289281044768
5150,Tottenham Hotspur,Birmingham City,1–0,2004-05,Tottenham Hotspur Stadium,St Andrew's,"51.604157, -0.0662604100000004","52.47556705, -1.8680410459264332",97.62412018939017
5151,Tottenham Hotspur,Blackburn Rovers,0–0,2004-05,Tottenham Hotspur Stadium,Ewood Park,"51.604157, -0.0662604100000004","53.728608949999995, -2.4892582964443477",178.73349249119713
5152,Tottenham Hotspur,Bolton Wanderers,1–2,2004-05,Tottenham Hotspur Stadium,University of Bolton Stadium,"51.604157, -0.0662604100000004","53.5805396, -2.5356647666666667",171.6984079472854
5153,Tottenham Hotspur,Charlton Athletic,2–3,2004-05,Tottenham Hotspur Stadium,The Valley,"51.604157, -0.0662604100000004","51.48639195, 0.03616296186722791",9.261504787707521
5154,Tottenham Hotspur,Chelsea,0–2,2004-05,Tottenham Hotspur Stadium,Stamford Bridge,"51.604157, -0.0662604100000004","51.481686499999995, -0.19103517666346065",10.030791911167189
5155,Tottenham Hotspur,Crystal Palace,1–1,2004-05,Tottenham Hotspur Stadium,Selhurst Park,"51.604157, -0.0662604100000004","51.39824295, -0.085255058181276",14.258910611775795
5156,Tottenham Hotspur,Everton,5–2,2004-05,Tottenham Hotspur Stadium,Goodison Park,"51.604157, -0.0662604100000004","53.4387191, -2.9664539939087415",176.19176657871688
5157,Tottenham Hotspur,Fulham,2–0,2004-05,Tottenham Hotspur Stadium,Craven Cottage,"51.604157, -0.0662604100000004","51.4749491, -0.22179448481912376",11.169142390242062
5158,Tottenham Hotspur,Liverpool,1–1,2004-05,Tottenham Hotspur Stadium,Anfield,"51.604157, -0.0662604100000004","53.4308358, -2.9609095414165294",175.64496040805957
5159,Tottenham Hotspur,Manchester City,2–1,2004-05,Tottenham Hotspur Stadium,City of Manchester Stadium,"51.604157, -0.0662604100000004","53.48309105, -2.2002520023433307",158.00800634475294
5160,Tottenham Hotspur,Manchester United,0–1,2004-05,Tottenham Hotspur Stadium,Old Trafford,"51.604157, -0.0662604100000004","53.46310955, -2.2913864850545362",159.11937083497463
5161,Tottenham Hotspur,Middlesbrough,2–0,2004-05,Tottenham Hotspur Stadium,Riverside Stadium,"51.604157, -0.0662604100000004","54.57831335, -1.2169383040174622",211.16309542349074
5162,Tottenham Hotspur,Newcastle United,1–0,2004-05,Tottenham Hotspur Stadium,St James' Park,"51.604157, -0.0662604100000004","54.9754693, -1.621873666214279",241.86876746869447
5163,Tottenham Hotspur,Norwich City,0–0,2004-05,Tottenham Hotspur Stadium,Carrow Road,"51.604157, -0.0662604100000004","52.6219835, 1.3101317640023948",91.56554873204364
5164,Tottenham Hotspur,Portsmouth,3–1,2004-05,Tottenham Hotspur Stadium,Fratton Park,"51.604157, -0.0662604100000004","50.79632375, -1.0638835851982424",70.68020660925222
5165,Tottenham Hotspur,Southampton,5–1,2004-05,Tottenham Hotspur Stadium,St Mary's Stadium,"51.604157, -0.0662604100000004","50.90582665, -1.390881661218431",75.0463785721952
5166,Tottenham Hotspur,West Bromwich Albion,1–1,2004-05,Tottenham Hotspur Stadium,The Hawthorns,"51.604157, -0.0662604100000004","52.50916535, -1.9636560652183848",102.24316534112002
5167,West Bromwich Albion,Arsenal,0–2,2004-05,The Hawthorns,Emirates Stadium,"52.50916535, -1.9636560652183848","51.55504035, -0.1083996708672374",103.0034712642754
5168,West Bromwich Albion,Aston Villa,1–1,2004-05,The Hawthorns,Villa Park,"52.50916535, -1.9636560652183848","52.5091264, -1.8850354312212985",3.3169037248880526
5169,West Bromwich Albion,Birmingham City,2–0,2004-05,The Hawthorns,St Andrew's,"52.50916535, -1.9636560652183848","52.47556705, -1.8680410459264332",4.656333235894292
5170,West Bromwich Albion,Blackburn Rovers,1–1,2004-05,The Hawthorns,Ewood Park,"52.50916535, -1.9636560652183848","53.728608949999995, -2.4892582964443477",87.1145638299836
5171,West Bromwich Albion,Bolton Wanderers,2–1,2004-05,The Hawthorns,University of Bolton Stadium,"52.50916535, -1.9636560652183848","53.5805396, -2.5356647666666667",77.82606077797365
5172,West Bromwich Albion,Charlton Athletic,0–1,2004-05,The Hawthorns,The Valley,"52.50916535, -1.9636560652183848","51.48639195, 0.03616296186722791",110.82673526311643
5173,West Bromwich Albion,Chelsea,1–4,2004-05,The Hawthorns,Stamford Bridge,"52.50916535, -1.9636560652183848","51.481686499999995, -0.19103517666346065",103.77221175499386
5174,West Bromwich Albion,Crystal Palace,2–2,2004-05,The Hawthorns,Selhurst Park,"52.50916535, -1.9636560652183848","51.39824295, -0.085255058181276",111.07020101297451
5175,West Bromwich Albion,Everton,1–0,2004-05,The Hawthorns,Goodison Park,"52.50916535, -1.9636560652183848","53.4387191, -2.9664539939087415",76.70479840081111
5176,West Bromwich Albion,Fulham,1–1,2004-05,The Hawthorns,Craven Cottage,"52.50916535, -1.9636560652183848","51.4749491, -0.22179448481912376",103.14564431999956
5177,West Bromwich Albion,Liverpool,0–5,2004-05,The Hawthorns,Anfield,"52.50916535, -1.9636560652183848","53.4308358, -2.9609095414165294",76.1238369130986
